paper_id,paper_title,task_index,category,task,answer,proxy_eligibility,constraint_codes
59,Efficiently Democratizing Medical LLMs for 50 Languages via a Mixture of Language Family Experts,4,Model Architecture Analysis,"You are tasked with analyzing the performance of a 'Post-MoE' architecture. In this setup, a dense pre-trained model is modified by converting only its final \(N\) feed-forward layers into Mixture-of-Experts (MoE) layers. An experiment was conducted using a Qwen2-1.5B base model to determine the optimal number of final MoE layers (\(N\)). The performance was measured on two benchmarks: a high-resource language benchmark and a low-resource language benchmark. The results are provided in the table below. The 'Dense' row refers to the base model fine-tuned without any MoE layers (\(N=0\)).

| Number of Final MoE Layers (\(N\)) | Avg. Accuracy (High-Resource) | Avg. Accuracy (Low-Resource) |
|-------------------------------------|-------------------------------|------------------------------|
| 0 (Dense)                           | 52.2                          | 43.7                         |
| 1                                   | 53.0                          | 44.5                         |
| 2                                   | 54.8                          | 44.9                         |
| 3                                   | 54.1                          | 44.2                         |
| 4                                   | 53.7                          | 43.1                         |

Based on the provided data, identify the optimal number of final MoE layers (\(N\)) that yields the best performance. State the optimal \(N\) and its corresponding average accuracies on both high-resource and low-resource language benchmarks.","The optimal configuration is applying MoE to the last 2 layers (\(N=2\)). This setup achieves the best performance, with an average accuracy of 54.8 on high-resource languages and 44.9 on low-resource languages. This result empirically validates the 'Spread Out in the End' phenomenon, suggesting that model performance benefits from shared cross-lingual representations in early layers and language-specific specialization in later layers.",proxy_candidate,paper_metric_only|weak_comparability
59,Efficiently Democratizing Medical LLMs for 50 Languages via a Mixture of Language Family Experts,5,Model Evaluation,"Analyze the sensitivity of a Post-MoE model (based on a Qwen2-0.5B architecture) to the amount of training data available for low-resource languages. The model was trained using a complete dataset for 12 high-resource languages, supplemented with varying amounts of data from 38 low-resource languages. The table below shows the model's average accuracy on a low-resource language benchmark, corresponding to the number of training examples used per low-resource language.

| Data Examples per Low-Resource Language | Average Accuracy (Low-Resource) |
|-----------------------------------------|---------------------------------|
| 200                                     | 31.2%                           |
| 600                                     | 33.1%                           |
| 1000                                    | 34.0%                           |
| 2000                                    | 34.6%                           |

Analyze the trend shown in the data. Describe the relationship between the number of training examples and the model's performance on low-resource languages. Identify the approximate data size at which the performance gains start to diminish significantly, and state the accuracy achieved at this point of saturation.","The model's performance on low-resource languages improves as the amount of training data increases, but the gains diminish with more data, indicating a plateau effect. Performance saturation is reached with approximately 2,000 data examples per language, where the accuracy is 34.6%. This demonstrates that the method is data-efficient, achieving strong performance even with limited data, which is particularly beneficial for low-resource languages.",proxy_candidate,paper_metric_only|weak_comparability
61,BoXHED Boosted eXact Hazard Estimator with Dynamic covariates,1,Model Implementation,"Your task is to implement the core splitting logic for a single node in a BoXHED regression tree. Specifically, you must calculate the likelihood risk reduction score, \(d\), for a proposed split. A split divides a parent region \(B\) into two disjoint subregions, \(A_1\) and \(A_2\). The score \(d\) determines if this split is beneficial.

The formula for the score is:
\[ d = V_1\left(1 + \log \frac{U_1}{V_1}\right) + V_2\left(1 + \log \frac{U_2}{V_2}\right) - (V_1 + V_2)\left(1 + \log \frac{U_1 + U_2}{V_1 + V_2}\right) \]

The terms \(U_k\) and \(V_k\) are defined as:
\[ U_k = \frac{1}{n}\sum_{i = 1}^{n}\int_0^{\tilde{T}_i}e^{F_m(t,X_i(t))}I_{A_k}(t,X_i(t))dt \]
\[ V_k = \frac{1}{n}\sum_{i = 1}^{n}\Delta_iI[\{\tilde{T}_i,X_i(\tilde{T}_i)\} \in A_k] \]
where \(n\) is the total number of subjects, \(\Delta_i=1\) for an event, \(I_{A_k}\) is an indicator function for region \(A_k\), and \(F_m\) is the current log-hazard estimate.

You are given the following pre-computed values for a proposed split based on a dataset of \(n=5000\) subjects:
For subregion \(A_1\):
- The total number of observed events is 40.
- The summed integral of the exponentiated log-hazard is \(\sum_{i=1}^{n}\int_0^{\tilde{T}_i}e^{F_m(t,X_i(t))}I_{A_1}(t,X_i(t))dt = 2000\).

For subregion \(A_2\):
- The total number of observed events is 10.
- The summed integral of the exponentiated log-hazard is \(\sum_{i=1}^{n}\int_0^{\tilde{T}_i}e^{F_m(t,X_i(t))}I_{A_2}(t,X_i(t))dt = 3000\).

First, calculate \(U_1, V_1, U_2, V_2\). Then, use these values to compute the final score \(d\).","The calculated risk reduction score is \(d \approx -0.0137\). A negative score indicates that the proposed split reduces the overall likelihood risk. This greedy, risk-reducing splitting mechanism is a key innovation of BoXHED, contributing to its superior performance over prototype implementations. On average, this approach leads to a 5.1% reduction in \(L^2\)-error and a 16% reduction in computation time compared to the prototype.",reject,implementation_only
61,BoXHED Boosted eXact Hazard Estimator with Dynamic covariates,3,Data Simulation,"Your task is to implement one of the hazard functions used for simulating test data. You will implement the function \(\lambda_3(t, x_t)\) and calculate its value for a specific input.

The hazard function is defined as:
\[ \lambda_{3}(t,x_{t}) = \frac{1}{t}\frac{\phi(\log t - x_{t})}{\Phi(x_{t} - \log t)}, \quad t\in (0,5] \]
where:
- \(t\) is time.
- \(x_t\) is a time-varying covariate.
- \(\phi(\cdot)\) is the probability density function (PDF) of the standard normal distribution, \(N(0,1)\).
- \(\Phi(\cdot)\) is the cumulative distribution function (CDF) of the standard normal distribution, \(N(0,1)\).

This function \(\lambda_3\) is the hazard of the log-normal distribution.

Using standard library functions for the normal PDF and CDF, write a function to compute \(\lambda_3(t, x_t)\). Then, calculate the hazard value for the inputs \(t = 2.0\) and \(x_t = 1.0\).","The calculated hazard value is \(\lambda_3(2.0, 1.0) \approx 0.485\). In the study's simulations using this hazard function (with 0 irrelevant covariates), BoXHED achieved an \(L^2\)-error of 0.038. This low error demonstrates the model's ability to accurately approximate a known, complex hazard function, even though it was slightly outperformed by a parametric model that was correctly specified for this exact log-normal distribution.",proxy_candidate,
61,BoXHED Boosted eXact Hazard Estimator with Dynamic covariates,4,Statistical Analysis,"Your task is to replicate a key statistical analysis from the study by calculating an odds ratio (OR) and its 95% confidence interval. This analysis was used to investigate the interaction between Systolic Blood Pressure (SBP), Diastolic Blood Pressure (DBP), and Body Mass Index (BMI) on cardiovascular disease (CVD) risk.

The odds ratio is calculated from a 2x2 contingency table:
| | Event (CVD) | No Event |
| :--- | :---: | :---: |
| **Group of Interest** | a | b |
| **Baseline Group** | c | d |

The OR is given by \(\text{OR} = \frac{ad}{bc}\). The 95% confidence interval for the OR is found by first calculating the interval for the log-OR, \(\log(\text{OR}) \pm 1.96 \times \text{SE}_{\log(\text{OR})}\), and then exponentiating the bounds. The standard error of the log-OR is \(\text{SE}_{\log(\text{OR})} = \sqrt{\frac{1}{a} + \frac{1}{b} + \frac{1}{c} + \frac{1}{d}}\).

You are given the following counts for individuals in the top decile of BMI (\(>32 \text{kg/m}^2\)):
- **Baseline Group** (SBP < 115 mmHg, DBP < 70 mmHg):
  - \(c = 25\) (patients with CVD event)
  - \(d = 1225\) (patients without CVD event)
- **Group of Interest** (SBP > 150 mmHg, DBP < 70 mmHg):
  - \(a = 35\) (patients with CVD event)
  - \(b = 500\) (patients without CVD event)

Calculate the odds ratio and its 95% confidence interval for the group of interest compared to the baseline.","The calculated odds ratio is approximately 3.43. The 95% confidence interval is approximately (1.98, 5.94). The paper reports an OR of 3.3 with a 95% CI of \(\pm 1.0\), i.e., (2.3, 4.3). The calculated result is directionally and magnitudinally consistent with the paper's finding in Table 5b. This result supports the hypothesis of an SBP x BMI interaction, where for individuals with very high BMI, the risk associated with high SBP is particularly pronounced.",proxy_candidate,weak_comparability
61,BoXHED Boosted eXact Hazard Estimator with Dynamic covariates,5,Model Evaluation,"Your task is to implement the \(L^2\)-error performance metric, which was used to evaluate how well different models recovered the true hazard function on simulated data.

The formula for the \(L^2\)-error is:
\[ \mathrm{err}_{L^2} = \left\{\frac{1}{N}\sum_{i = 1}^{N}(\hat{\lambda}_i - \lambda_i)^2\right\}^{1 / 2} \]
where \(N\) is the number of test data points, \(\hat{\lambda}_i\) is the predicted hazard for the \(i\)-th data point, and \(\lambda_i\) is the true hazard for that point. A smaller value indicates a more accurate model.

Given the following arrays of true and predicted hazard values for \(N=10\) test points, calculate the \(\mathrm{err}_{L^2}\).

- True hazards \(\lambda\): `[0.25, 0.30, 0.20, 0.50, 0.45, 0.15, 0.22, 0.38, 0.41, 0.28]`
- Predicted hazards \(\hat{\lambda}\): `[0.28, 0.35, 0.15, 0.53, 0.40, 0.25, 0.20, 0.48, 0.33, 0.31]`

Compute the final \(\mathrm{err}_{L^2}\) value.","The calculated \(L^2\)-error is approximately 0.069. In the paper's simulation study (Table 1), for the \(\lambda_4\) hazard function with 40 irrelevant covariates, BoXHED achieved an \(\mathrm{err}_{L^2}\) of 0.069. This demonstrates the model's robustness to high-dimensional noise, as its performance degraded only slightly with the addition of 40 irrelevant variables, whereas the performance of a competing kernel-based method dropped dramatically.",proxy_candidate,weak_comparability
62,Temporal Phenotyping using Deep Predictive Clustering of Disease Progression,1,Model Implementation,"Implement the pre-training loss function for an encoder-predictor model designed for time-series outcome prediction. The system consists of two components:
      1.  An **encoder**, \(f_{\theta}\), which is a Recurrent Neural Network (RNN) parameterized by \(\theta\). It takes a sequence of observations \(\mathbf{x}_{1:t}\) and maps it to a continuous latent representation \(\mathbf{z}_t\).
      2.  A **predictor**, \(g_{\phi}\), which is a fully-connected network parameterized by \(\phi\). It takes the latent representation \(\mathbf{z}_t\) and outputs a predicted probability distribution over \(C\) classes, \(\hat{y}_t\).

      The overall prediction for a sequence \(\mathbf{x}_{1:t}\) is given by \(\hat{y}_t = g_{\phi}(f_{\theta}(\mathbf{x}_{1:t}))\).

      Your task is to implement the total pre-training loss, \(\mathcal{L}_I(\theta, \phi)\), which is the expected cross-entropy loss over a dataset of \(N\) patients. The formula for the loss is:
      \[ \mathcal{L}_I(\theta, \phi) = \mathbb{E}_{\mathbf{x},y \sim p_{XY}}\left[-\sum_{t \in \mathcal{T}} \ell_1(y_t, \hat{y}_t)\right] \]
      where \(\mathcal{T}\) is the set of time steps for a given patient sequence, and \(\ell_1\) is the standard cross-entropy loss for a single sample at time \(t\). The cross-entropy loss \(\ell_1\) between the true one-hot encoded label \(y_t\) and the predicted distribution \(\hat{y}_t\) is defined as:
      \[ \ell_1(y_t, \hat{y}_t) = \sum_{c=1}^{C} y_t^c \log \hat{y}_t^c \]
      Here, \(y_t^c\) is the \(c\)-th component of the one-hot vector \(y_t\), and \(\hat{y}_t^c\) is the \(c\)-th component of the predicted probability vector \(\hat{y}_t\).","On the UKCF dataset, a model using this pre-training architecture followed by K-means clustering on the predicted label distributions (\(\hat{y}\)) achieved an Adjusted Rand Index (ARI) of \(0.440 \pm 0.02\). This result serves as a strong baseline, indicating that the latent space learned via this predictive pre-training is already well-structured for clustering based on future outcomes.",reject,implementation_only
62,Temporal Phenotyping using Deep Predictive Clustering of Disease Progression,2,Model Implementation,"Implement the core predictive clustering loss function for an actor-critic temporal clustering model. The model has four components:
      1.  **Encoder** \(f_{\theta}\): An RNN that maps an input sequence \(\mathbf{x}_{1:t}\) to a latent encoding \(\mathbf{z}_t\).
      2.  **Selector** \(h_{\psi}\): A network that takes \(\mathbf{z}_t\) and outputs a probability distribution \(\pi_t \in \Delta^{K-1}\) over \(K\) possible clusters. A cluster assignment \(s_t\) is sampled from this distribution: \(s_t \sim \text{Categorical}(\pi_t)\).
      3.  **Embedding Dictionary** \(\mathcal{E}\): A set of \(K\) learnable centroid vectors \(\{\mathbf{e}(1), \dots, \mathbf{e}(K)\}\), where each \(\mathbf{e}(k)\) lies in the same latent space as \(\mathbf{z}_t\).
      4.  **Predictor** \(g_{\phi}\): A network that estimates the outcome distribution. Given the selected cluster's centroid \(\mathbf{e}(s_t)\), it produces the prediction \(\bar{y}_t = g_{\phi}(\mathbf{e}(s_t))\).

      The objective is to minimize the predictive clustering loss, \(\mathcal{L}_1\), which is the expected cross-entropy between the true outcome \(y_t\) and the centroid-based prediction \(\bar{y}_t\). The expectation is taken over the data distribution and the stochastic cluster assignments. The loss is defined as:
      \[ \mathcal{L}_1(\theta, \psi, \phi, \mathcal{E}) = \mathbb{E}_{\mathbf{x}, y \sim p_{XY}}\left[\sum_{t \in \mathcal{T}} \mathbb{E}_{s_t \sim \text{Categorical}(\pi_t)}\left[\ell_1(y_t, \bar{y}_t)\right]\right] \]
      where \(\ell_1(y_t, \bar{y}_t) = -\sum_{c=1}^{C} y_t^c \log \bar{y}_t^c\) is the cross-entropy loss for a single sample. Your implementation should correctly compute this expectation, likely via sampling \(s_t\) for each data point in a minibatch.","On the UKCF dataset (with \(C=8\) outcome classes), the full model trained with this loss function (and auxiliary losses) achieved a Normalized Mutual Information (NMI) score of \(0.463 \pm 0.01\). This high NMI score demonstrates that the clusters identified by optimizing this loss function share a significant amount of information with the true outcome-based patient groups, validating the effectiveness of the predictive clustering objective.",reject,implementation_only
62,Temporal Phenotyping using Deep Predictive Clustering of Disease Progression,3,Model Implementation,"Implement two auxiliary loss functions used to regularize a temporal clustering model and prevent trivial solutions.

      1.  **Sample-Wise Entropy of Cluster Assignment (\(\mathcal{L}_2\)):** This loss encourages the cluster assignment distribution to be sparse and confident for each input sequence. Given the output of a selector network, \(\pi_t = [\pi_t(1), \dots, \pi_t(K)]\), which is a probability distribution over \(K\) clusters for a sequence \(\mathbf{x}_{1:t}\), the loss is the negative entropy of this distribution, averaged over all time steps and samples.
      \[ \mathcal{L}_2(\theta, \psi) = \mathbb{E}_{\mathbf{x} \sim p_X}\left[-\sum_{t \in \mathcal{T}} \sum_{k=1}^{K} \pi_t(k) \log \pi_t(k)\right] \]
      Minimizing this loss pushes \(\pi_t\) towards a one-hot vector.

      2.  **Embedding Separation Loss (\(\mathcal{L}_3\)):** This loss prevents the cluster centroids (embeddings) from collapsing to a single point. It encourages the predicted label distributions for different cluster centroids to be distinct from each other. Given an embedding dictionary \(\mathcal{E} = \{\mathbf{e}(1), \dots, \mathbf{e}(K)\}\) and a predictor network \(g_{\phi}\), the loss is calculated by summing the negative cross-entropy between the predicted distributions of all unique pairs of embeddings.
      \[ \mathcal{L}_3(\mathcal{E}) = -\sum_{k \neq k'} \ell_1(g_{\phi}(\mathbf{e}(k)), g_{\phi}(\mathbf{e}(k'))) \]
      where \(\ell_1(p, q) = \sum_c p_c \log q_c\). Note the reuse of the cross-entropy function \(\ell_1\) to measure the dissimilarity between the two probability distributions \(g_{\phi}(\mathbf{e}(k))\) and \(g_{\phi}(\mathbf{e}(k'))\).","The embedding separation loss, controlled by a hyperparameter \(\beta\), is crucial for determining the number of active clusters. In an experiment on the UKCF dataset with a high number of potential clusters (\(K\)), setting \(\beta=1.0\) resulted in the model identifying a stable number of clusters, averaging \(13.8\) for \(K > 20\). This demonstrates the effectiveness of \(\mathcal{L}_3\) in performing data-driven model selection for the number of clusters.",reject,implementation_only|weak_comparability
62,Temporal Phenotyping using Deep Predictive Clustering of Disease Progression,5,Results Reproduction,"You are tasked with reproducing a key performance comparison from a study on temporal patient clustering. The experiment was conducted on the ADNI dataset, where the goal was to cluster patient trajectories into \(K=3\) groups corresponding to their diagnosis: Normal, Mild Cognitive Impairment, or Alzheimer's.

      You must compare the performance of the proposed model (AC-TPC) against a strong baseline (SOM-VAE-P), which is a variation of a Self-Organizing Map Variational Auto-Encoder adapted for prediction. The performance is measured using the Adjusted Rand Index (ARI), which measures the similarity between predicted and true cluster assignments, corrected for chance. An ARI of 1 is a perfect match, and 0 is equivalent to random guessing.

      Given the following reported results (mean \(\pm\) standard deviation over 5 random splits):
      - **Proposed Model (AC-TPC):** ARI = \(0.330 \pm 0.06\)
      - **Baseline (SOM-VAE-P):** ARI = \(0.038 \pm 0.06\)

      Calculate the absolute performance gain in mean ARI achieved by the proposed model over the baseline.",The absolute performance gain in mean ARI is \(0.330 - 0.038 = 0.292\). This substantial improvement demonstrates the superiority of the actor-critic predictive clustering approach over the baseline. The proposed model's ability to directly optimize for predictive clusters results in assignments that are significantly more aligned with the true diagnostic groups compared to the baseline method.,proxy_candidate,
66,DeepCoDA personalized interpretability for compositional health data.,1,Data Simulation & Analysis,"Your task is to demonstrate why standard regression models can produce misleading feature attributions when applied to compositional data. You will perform a simulation study with two groups, ""healthy"" and ""sick"".

1.  **Data Generation:**
    *   Generate a synthetic dataset with \(D=4\) features representing absolute abundances of bacteria.
    *   For the ""healthy"" group, the absolute abundances \( \mathbf{x}^* \) are: \( x_1^*=100, x_2^*=10, x_3^*=10, x_4^*=10 \).
    *   For the ""sick"" group, the absolute abundances \( \mathbf{x}^* \) are: \( x_1^*=100, x_2^*=50, x_3^*=50, x_4^*=50 \).
    *   Note that the absolute abundance of feature 1, \(x_1^*\), is constant across both groups, while features 2, 3, and 4 increase in the ""sick"" group.
    *   Generate 500 samples for each group, adding a small amount of Gaussian noise \( \mathcal{N}(0, 1) \) to each feature's absolute abundance (and ensuring values remain positive).

2.  **Compositional Data Conversion:**
    *   Create a second version of the dataset, representing relative abundances (a composition). For each sample \( \mathbf{x}^* = [x_1^*, \dots, x_D^*] \), calculate the corresponding composition \( \mathbf{x} \) using the closure operation:
        \[ \mathbf{x} = \frac{[x_1^*, \dots, x_D^*]}{\sum_{j=1}^D x_j^*} \]

3.  **Modeling and Analysis:**
    *   Train a regularized logistic regression model (LASSO) to classify ""healthy"" vs. ""sick"" using the **absolute abundance** data.
    *   Train a separate LASSO model on the **relative abundance** (compositional) data.
    *   For both models, extract the absolute values of the learned regression coefficients. These coefficients represent the feature importance assigned by each model.

4.  **Report Findings:**
    *   Compare the coefficient magnitudes for Feature 1 from the two models. Report on the difference in importance assigned to Feature 1 by the model trained on absolute data versus the model trained on relative data.","When trained on absolute data, the LASSO model assigns a coefficient of or near zero to Feature 1. However, when trained on the relative (compositional) data, the model assigns a large coefficient to Feature 1.

**Significance:** This result demonstrates that standard statistical models can produce spurious findings on compositional data. Although Feature 1 has no true association with the outcome, its *relative* abundance changes due to shifts in other features, causing the model to incorrectly identify it as an important predictor. This highlights the need for specialized, ratio-based methods.",proxy_candidate,
66,DeepCoDA personalized interpretability for compositional health data.,2,Model Implementation,"Your task is to implement the complete loss function for a neural network designed for compositional data analysis. The network predicts an outcome \( \hat{y}_i \) for each sample \( i \) and contains a ""log-bottleneck"" module that learns log-contrasts.

The total loss \( \mathcal{L}_T \) is composed of three parts:
1.  **Prediction Error:** The mean squared error between the predicted values \( \hat{y}_i \) and the true labels \( y_i \).
2.  **Log-Contrast Constraint:** A penalty to enforce that the weights of each learned log-contrast sum to zero.
3.  **Sparsity Regularization:** An L1-norm penalty on the log-contrast weights to encourage sparsity, meaning each log-contrast is composed of fewer features.

The full loss function is defined as:
\[ \mathcal{L}_T = \sum_{i = 1}^N (\hat{y}_i - y_i)^2 + \sum_{b = 1}^B \lambda_c \left( \sum_{d = 1}^D \beta_{db} \right)^2 + \sum_{b = 1}^B \lambda_s \left( \sum_{d = 1}^D |\beta_{db}| \right) \]

You must implement a function that calculates \( \mathcal{L}_T \) given the following inputs:
*   `y_pred`: A vector of \( N \) predicted values \( \hat{y}_i \).
*   `y_true`: A vector of \( N \) true labels \( y_i \).
*   `beta_weights`: A matrix of log-bottleneck weights \( \beta_{db} \) of shape \( (D, B) \), where \( D \) is the number of input features and \( B \) is the number of log-bottlenecks.
*   `lambda_c`: The hyperparameter for the log-contrast constraint. Set this value to \( \lambda_c = 1 \).
*   `lambda_s`: The hyperparameter for the L1 sparsity penalty.

The function should return a single scalar value for the total loss \( \mathcal{L}_T \).","The hyperparameter for the log-contrast constraint is set to \( \lambda_c = 1 \).

**Significance:** This value is intentionally set to be very large relative to other loss components (or is implicitly large in practice). This high penalty effectively forces the sum of weights \( \sum_{d=1}^D \beta_{db} \) for each log-bottleneck \( b \) to be zero. This constraint is critical because it ensures that the learned transformation \( z_{ib} = \beta_0^{(b)} + \sum_{d=1}^D \beta_d^{(b)} \log x_{id} \) is a valid log-contrast, making it coherent for compositional data and invariant to the total sum of the input sample.",reject,implementation_only
66,DeepCoDA personalized interpretability for compositional health data.,3,Model Implementation,"Your task is to implement a ""self-explanation"" module for a neural network. This module takes a set of learned features (log-contrasts) as input and produces a final prediction. The key property of this module is that it computes sample-specific weights for each feature, providing personalized interpretability.

The module operates in two stages:

1.  **Weight Generation:**
    *   The input to the module for a single sample \( i \) is a vector of \( B \) log-contrasts, \( \mathbf{z}_i = [z_{i1}, \dots, z_{iB}] \).
    *   A function \( f_w \) computes a sample-specific weight vector \( \mathbf{w}_i = [w_{i1}, \dots, w_{iB}] \) from the log-contrast vector. This function is defined as a neural network:
        \[ \mathbf{w}_i = f_w(\mathbf{z}_i; \boldsymbol{\theta}_w) \]
    *   You must implement \( f_w \) as a feed-forward neural network with a single hidden layer containing 16 nodes and a ReLU activation function. The input layer has \( B \) nodes and the output layer has \( B \) nodes (one weight for each log-contrast).

2.  **Prediction Aggregation:**
    *   The final prediction for sample \( i \), denoted \( y_i \), is calculated as the dot product of the sample-specific weights \( \mathbf{w}_i \) and the log-contrasts \( \mathbf{z}_i \).
        \[ y_i = \mathbf{w}_i^{\mathrm{T}} \mathbf{z}_i = \sum_{b=1}^{B} w_{ib} z_{ib} \]

Create a class or function that encapsulates this module. It should take a batch of log-contrast vectors \( \mathbf{Z} \) (shape `[N, B]`, where `N` is batch size) as input and return a vector of predictions \( \mathbf{y} \) (shape `[N]`).","The self-explanation module computes a prediction \( y_i \) using the formula \( y_i = \mathbf{w}_i^{\mathrm{T}} \mathbf{z}_i \). The sample-specific weights \( \mathbf{w}_i \) are generated by a function \( f_w \), which is a neural network with a single hidden layer of 16 nodes and ReLU activation.

**Significance:** This architecture provides personalized interpretability. Unlike a standard linear model where weights are global, here each weight \( w_{ib} \) is specific to sample \( i \). This allows for a sample-level explanation of the prediction, as the contribution of each log-contrast \( z_{ib} \) is scaled by its unique importance \( w_{ib} \) for that particular sample.",reject,implementation_only
66,DeepCoDA personalized interpretability for compositional health data.,5,Model Interpretation,"Your task is to analyze the outputs of a trained model to uncover higher-order statistical interactions. The model produces a set of \( B \) log-contrast values \( \mathbf{z}_i = [z_{i1}, \dots, z_{iB}] \) and a corresponding set of sample-specific weights \( \mathbf{w}_i = [w_{i1}, \dots, w_{iB}] \) for each sample \( i \). The final prediction is \( y_i = \sum_{b=1}^B w_{ib} z_{ib} \).

An interaction between log-contrasts occurs when the weight for one log-contrast, \( w_{ib} \), is a function of a different log-contrast, \( z_{ib'} \). For example, if \( w_{i5} \) is strongly correlated with \( z_{i3} \), it implies the model has learned an interaction term of the form \( z_{i3} \times z_{i5} \).

You will be given two matrices for a population of \( N \) samples:
*   A matrix of log-contrast values \( \mathbf{Z} \) of shape \( (N, B) \).
*   A matrix of sample-specific weights \( \mathbf{W} \) of shape \( (N, B) \).

Your task is to perform a canonical correlation analysis (CCA) between the two matrices \( \mathbf{Z} \) and \( \mathbf{W} \). From the CCA results, identify the pair of variables (one from \( \mathbf{W} \), one from \( \mathbf{Z} \)) that exhibits the strongest cross-correlation. Specifically, find which weight vector \( \mathbf{w}_b \) is most strongly correlated with which log-contrast vector \( \mathbf{z}_{b'} \).

Based on a case study from the source research, you should expect to find a strong correlation where the weight of log-contrast 5 is dependent on the value of log-contrast 3. Confirm if your analysis procedure can identify this specific relationship.","The analysis reveals that the patient-specific weight for log-contrast 5, \( w_5 \), is strongly correlated with the value of log-contrast 3, \( z_3 \).

**Significance:** This finding demonstrates that the self-explanation architecture can learn and represent higher-order statistical interactions. The relationship \( w_5 \approx z_3 \) means the model's prediction includes a term that behaves like \( z_3 \times z_5 \). This shows the model is not just a simple additive model of log-contrasts but can capture multiplicative effects, bridging the gap between complex deep learning models and interpretable statistical concepts like interaction terms.",proxy_candidate,weak_comparability
68,Neighborhood Contrastive Learning Applied to Online Patient Monitoring.,1,Model Implementation,"Implement the Neighborhood Contrastive Learning (NCL) loss function. The NCL loss is a weighted average of two component losses: the Neighbors Alignment (NA) loss and the Neighbor Discriminative (ND) loss.

Given a minibatch of \(2N\) augmented views, let \(\pmb{p}_i\) be the projected representation of the \(i\)-th view from the primary encoder, and let \(\pmb{q}_k\) be a projected representation from a momentum encoder, stored in a queue of size \(M\). The temperature parameter is \(\tau\).

The neighborhood of a sample \(x_i\), denoted \(N(i)\), is a set of indices of other samples in the batch that share a predefined attribute with \(x_i\). Let \(\pmb{l}_l^m\) be the momentum-encoder projection for a sample \(l \in N(i)\).

1.  **Implement the Neighbors Alignment (NA) loss, \(\mathcal{L}^{\mathrm{NA}}\):** This loss encourages representations from the same neighborhood to be similar.
    \[ \mathcal{L}^{\mathrm{NA}} = \sum_{i = 1}^{2N}\frac{-1}{|N(i)|}\sum_{l\in N(i)}\log \frac{\exp\left(\pmb{p}_i\cdot\pmb{l}_l^m / \tau\right)}{\sum_{k=1, k\neq i}^{M}\exp\left(\pmb{p}_i\cdot\pmb{q}_k / \tau\right)} \]
    Note: The denominator is a sum over all available negative samples in the queue, excluding the anchor itself.

2.  **Implement the Neighbor Discriminative (ND) loss, \(\mathcal{L}^{\mathrm{ND}}\):** This loss encourages the model to distinguish a sample's other augmented view from its neighbors. Let \(v(i)\) be the index of the other augmented view of the same original sample as view \(i\). Let \(\pmb{p}_{v(i)}^m\) be the momentum-encoder projection of this other view.
    \[ \mathcal{L}^{\mathrm{ND}} = -\sum_{i = 1}^{2N}\log \frac{\exp\left(\pmb{p}_i\cdot\pmb{p}_{v(i)}^m / \tau\right)}{\sum_{k\in N(i)}\exp\left(\pmb{p}_i\cdot\pmb{q}_k / \tau\right)} \]
    Note: The denominator is a sum over only the neighbors of sample \(i\).

3.  **Combine them into the final NCL loss, \(\mathcal{L}^{\mathrm{NCL}}\):** Use a hyperparameter \(\alpha \in [0,1]\) to weigh the two losses.
    \[ \mathcal{L}^{\mathrm{NCL}} = \alpha \mathcal{L}^{\mathrm{NA}} + (1 - \alpha)\mathcal{L}^{\mathrm{ND}} \]

Your implementation should be a function that takes the projected representations, neighborhood assignments, and the hyperparameter \(\alpha\) as input and returns the final \(\mathcal{L}^{\mathrm{NCL}}\) value.","For the supervised version of the model, referred to as \(\mathrm{NCL}(n_Y)\), the hyperparameter \(\alpha\) was set to \(0.9\) for all tasks. This indicates a strong emphasis on the Neighbors Alignment (\(\mathcal{L}^{\mathrm{NA}}\)) component, which pulls together samples with the same label, while still retaining a small (\(1-\alpha = 0.1\)) component of the Neighbor Discriminative (\(\mathcal{L}^{\mathrm{ND}}\)) loss to maintain intra-class variance.",reject,implementation_only
